"R1503011","CPUC","Electric","March 26, 2015","Quasi-legislative","CLOSED","Order Instituting Rulemaking to consider policy and implementation refinements to the Energy Storage Procurement Framework and Design Program (D.13-10-040, D.14-10-045) and related Action Plan of the California Energy Storage Roadmap.","ALJ: Michelle Cooke (Assigned Aug 31, 2016)COMMISSIONER: Carla Peterman (Assigned Apr 8, 2015)"
"A1308004","Southern California Edison Company","Electric","August 1, 2013","Ratesetting","CLOSED","Application of Southern California Edison Company (U338E) for Approval of its Forecast 2014 ERRA Proceeding Revenue Requirement.","ALJ: Seaneen Wilson (Assigned Aug 16, 2013)COMMISSIONER: Martha Guzman Aceves (Assigned Feb 3, 2017)"
"A1110002","San Diego Gas & Electric Company","Electric","October 3, 2011","Ratesetting","CLOSED","Application of San Diego Gas & Electric Company (U902E) for Authority to Update Marginal Costs, Cost Allocation, and Electric Rate Design.","ALJ: Amy C. Yip-Kikugawa (Assigned Oct 21, 2011)ALJ: Stephen C. Roscow (Assigned Nov 30, 2011)COMMISSIONER: Mark J. Ferron (Assigned Oct 21, 2011)"
"A1106007","Southern California Edison Company","Electric","June 6, 2011","Ratesetting","CLOSED","Application of Southern California Edison Company (U338E) To Establish Marginal Costs, Allocate Revenues, Design Rates, and Implement Additional Dynamic Pricing Rates","ALJ: Stephen C. Roscow (Assigned Jun 10, 2011)COMMISSIONER: Michael R. Peevey (Assigned Jun 10, 2011)"
"A1605001","Southern California Edison Company","Electric","May 2, 2016","Ratesetting","CLOSED","Application of Southern California Edison Company (U338E) For Approval of Its Forecast 2017 ERRA Proceeding Revenue Requirement.[FILING NOTE: Pursuant to the Ruling of ALJ Tsen filed on 5/22/2017, proceedings A.16-04-018, A.16-05-001, and A.16-06-003 are consolidated. GML]	","ALJ: S. Pat Tsen (Assigned Feb 22, 2017)ALJ: Scarlett Liang-Uejio (Assigned Oct 4, 2018)COMMISSIONER: Martha Guzman Aceves (Assigned Feb 8, 2017)"
"A1604018","San Diego Gas & Electric Company","Electric","April 15, 2016","Ratesetting","CLOSED","(PUBLIC VERSION) Application of SAN DIEGO GAS & ELECTRIC COMPANY (U902E) for Approval of its 2017 Electric Procurement Revenue Requirement Forecasts and GHG-Related Forecasts.[FILING NOTE: Pursuant to the Ruling of ALJ Tsen filed on 5/22/2017, proceedings A.16-04-018, A.16-05-001, and A.16-06-003 are consolidated. GML]	","ALJ: S. Pat Tsen (Assigned Feb 22, 2017)ALJ: Scarlett Liang-Uejio (Assigned Oct 4, 2018)COMMISSIONER: Martha Guzman Aceves (Assigned Feb 8, 2017)"
"A1604001","Southern California Edison Company","Electric","April 1, 2016","Ratesetting","CLOSED","Application of Southern California Edison Company (U338E) for a Commission Finding that its Procurement-Related and Other Operations for the Record Period January 1 Through December 31, 2015 Complied with its Adopted Procurement Plan; for Verification of its Entries in the Energy Resource Recovery Account and Other Regulatory Accounts; and for Refund of $0.082 Million Recorded in Two Memorandum Accounts.","ALJ: Regina DeAngelis (Assigned Oct 2, 2018)ALJ: S. Pat Tsen (Assigned Apr 22, 2016)COMMISSIONER: Martha Guzman Aceves (Assigned Feb 6, 2017)"
"A1304012","Pacific Gas and Electric Company","Miscellaneous","April 18, 2013","Ratesetting","CLOSED","Application of Pacific Gas and Electric Company To Revise Its Electric Marginal Costs, Revenue Allocation, and Rate Design. (U39M).","ALJ: Stephen C. Roscow (Assigned Jul 23, 2015)COMMISSIONER: Michael Picker (Assigned Nov 24, 2014)"
"A1212002","Pacific Gas and Electric Company","Electric","December 3, 2012","Ratesetting","CLOSED","Application of Pacific Gas and Electric Company for 2013 Rate Design Window Proceeding (U39E).","ALJ: Douglas M. Long (Assigned Dec 21, 2012)COMMISSIONER: Michael Picker (Assigned Jan 20, 2015)"
"R1410010","CPUC","Electric","October 16, 2014","Ratesetting","CLOSED","Order Instituting Rulemaking to Oversee the Resource Adequacy Program, Consider Program Refinements, and Establish Annual Local and Flexible Procurement Obligations for the 2016 and 2017 Compliance Years.","ALJ: Peter V. Allen (Assigned Oct 3, 2016)COMMISSIONER: Liane Randolph (Assigned Feb 10, 2017)"
